SL,Desc,UH
ipf[3] a2d,*imperfect-indicative class3 active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;juhotyAdi;#;}
ipf[3] a2p,*imperfect-indicative class3 active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;juhotyAdi;#;}
ipf[3] a3s,*imperfect-indicative class3 active third-person singular,{kartari;laN;pra;eka;parasmEpadI;juhotyAdi;#;}
ipf[3] a3d,*imperfect-indicative class3 active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;juhotyAdi;#;}
ipf[3] a3p,*imperfect-indicative class3 active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;juhotyAdi;#;}
ipf[3] m1s,*imperfect-indicative class3 middle first-person singular,{kartari;laN;u;eka;AtmanepadI;juhotyAdi;#;}
ipf[3] m1d,*imperfect-indicative class3 middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;juhotyAdi;#;}
ipf[3] m1p,*imperfect-indicative class3 middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;juhotyAdi;#;}
ipf[3] m2s,*imperfect-indicative class3 middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;juhotyAdi;#;}
ipf[3] m2d,*imperfect-indicative class3 middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;juhotyAdi;#;}
ipf[3] m2p,*imperfect-indicative class3 middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;juhotyAdi;#;}
ipf[3] m3s,*imperfect-indicative class3 middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;juhotyAdi;#;}
ipf[3] m3d,*imperfect-indicative class3 middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;juhotyAdi;#;}
ipf[3] m3p,*imperfect-indicative class3 middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;juhotyAdi;#;}
ipf[4] a1s,*imperfect-indicative class4 active first-person singular,{kartari;laN;u;eka;parasmEpadI;divAdi;#;}
ipf[4] a1d,*imperfect-indicative class4 active first-person dual,{kartari;laN;u;dvi;parasmEpadI;divAdi;#;}
ipf[4] a1p,*imperfect-indicative class4 active first-person plural,{kartari;laN;u;bahu;parasmEpadI;divAdi;#;}
ipf[4] a2s,*imperfect-indicative class4 active second-person singular,{kartari;laN;ma;eka;parasmEpadI;divAdi;#;}
ipf[4] a2d,*imperfect-indicative class4 active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;divAdi;#;}
ipf[4] a2p,*imperfect-indicative class4 active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;divAdi;#;}
ipf[4] a3s,*imperfect-indicative class4 active third-person singular,{kartari;laN;pra;eka;parasmEpadI;divAdi;#;}
ipf[4] a3d,*imperfect-indicative class4 active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;divAdi;#;}
ipf[4] a3p,*imperfect-indicative class4 active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;divAdi;#;}
ipf[4] m1s,*imperfect-indicative class4 middle first-person singular,{kartari;laN;u;eka;AtmanepadI;divAdi;#;}
ipf[4] m1d,*imperfect-indicative class4 middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;divAdi;#;}
ipf[4] m1p,*imperfect-indicative class4 middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;divAdi;#;}
ipf[4] m2s,*imperfect-indicative class4 middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;divAdi;#;}
ipf[4] m2d,*imperfect-indicative class4 middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;divAdi;#;}
ipf[4] m2p,*imperfect-indicative class4 middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;divAdi;#;}
ipf[4] m3s,*imperfect-indicative class4 middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;divAdi;#;}
ipf[4] m3d,*imperfect-indicative class4 middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;divAdi;#;}
ipf[4] m3p,*imperfect-indicative class4 middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;divAdi;#;}
ipf[5] a1s,*imperfect-indicative class5 active first-person singular,{kartari;laN;u;eka;parasmEpadI;svAdi;#;}
ipf[5] a1d,*imperfect-indicative class5 active first-person dual,{kartari;laN;u;dvi;parasmEpadI;svAdi;#;}
ipf[5] a1p,*imperfect-indicative class5 active first-person plural,{kartari;laN;u;bahu;parasmEpadI;svAdi;#;}
ipf[5] a2s,*imperfect-indicative class5 active second-person singular,{kartari;laN;ma;eka;parasmEpadI;svAdi;#;}
ipf[5] a2d,*imperfect-indicative class5 active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;svAdi;#;}
ipf[5] a2p,*imperfect-indicative class5 active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;svAdi;#;}
ipf[5] a3s,*imperfect-indicative class5 active third-person singular,{kartari;laN;pra;eka;parasmEpadI;svAdi;#;}
ipf[5] a3d,*imperfect-indicative class5 active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;svAdi;#;}
ipf[5] a3p,*imperfect-indicative class5 active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;svAdi;#;}
ipf[5] m1s,*imperfect-indicative class5 middle first-person singular,{kartari;laN;u;eka;AtmanepadI;svAdi;#;}
ipf[5] m1d,*imperfect-indicative class5 middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;svAdi;#;}
ipf[5] m1p,*imperfect-indicative class5 middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;svAdi;#;}
ipf[5] m2s,*imperfect-indicative class5 middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;svAdi;#;}
ipf[5] m2d,*imperfect-indicative class5 middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;svAdi;#;}
ipf[5] m2p,*imperfect-indicative class5 middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;svAdi;#;}
ipf[5] m3s,*imperfect-indicative class5 middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;svAdi;#;}
ipf[5] m3d,*imperfect-indicative class5 middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;svAdi;#;}
ipf[5] m3p,*imperfect-indicative class5 middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;svAdi;#;}
ipf[6] a1s,*imperfect-indicative class6 active first-person singular,{kartari;laN;u;eka;parasmEpadI;tudAdi;#;}
ipf[6] a1d,*imperfect-indicative class6 active first-person dual,{kartari;laN;u;dvi;parasmEpadI;tudAdi;#;}
ipf[6] a1p,*imperfect-indicative class6 active first-person plural,{kartari;laN;u;bahu;parasmEpadI;tudAdi;#;}
ipf[6] a2s,*imperfect-indicative class6 active second-person singular,{kartari;laN;ma;eka;parasmEpadI;tudAdi;#;}
ipf[6] a2d,*imperfect-indicative class6 active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;tudAdi;#;}
ipf[6] a2p,*imperfect-indicative class6 active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;tudAdi;#;}
ipf[6] a3s,*imperfect-indicative class6 active third-person singular,{kartari;laN;pra;eka;parasmEpadI;tudAdi;#;}
ipf[6] a3d,*imperfect-indicative class6 active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;tudAdi;#;}
ipf[6] a3p,*imperfect-indicative class6 active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;tudAdi;#;}
ipf[6] m1s,*imperfect-indicative class6 middle first-person singular,{kartari;laN;u;eka;AtmanepadI;tudAdi;#;}
ipf[6] m1d,*imperfect-indicative class6 middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;tudAdi;#;}
ipf[6] m1p,*imperfect-indicative class6 middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;tudAdi;#;}
ipf[6] m2s,*imperfect-indicative class6 middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;tudAdi;#;}
ipf[6] m2d,*imperfect-indicative class6 middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;tudAdi;#;}
ipf[6] m2p,*imperfect-indicative class6 middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;tudAdi;#;}
ipf[6] m3s,*imperfect-indicative class6 middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;tudAdi;#;}
ipf[6] m3d,*imperfect-indicative class6 middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;tudAdi;#;}
ipf[6] m3p,*imperfect-indicative class6 middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;tudAdi;#;}
ipf[7] a1s,*imperfect-indicative class7 active first-person singular,{kartari;laN;u;eka;parasmEpadI;ruDAdi;#;}
ipf[7] a1d,*imperfect-indicative class7 active first-person dual,{kartari;laN;u;dvi;parasmEpadI;ruDAdi;#;}
ipf[7] a1p,*imperfect-indicative class7 active first-person plural,{kartari;laN;u;bahu;parasmEpadI;ruDAdi;#;}
ipf[7] a2s,*imperfect-indicative class7 active second-person singular,{kartari;laN;ma;eka;parasmEpadI;ruDAdi;#;}
ipf[7] a2d,*imperfect-indicative class7 active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;ruDAdi;#;}
ipf[7] a2p,*imperfect-indicative class7 active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;ruDAdi;#;}
ipf[7] a3s,*imperfect-indicative class7 active third-person singular,{kartari;laN;pra;eka;parasmEpadI;ruDAdi;#;}
ipf[7] a3d,*imperfect-indicative class7 active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;ruDAdi;#;}
ipf[7] a3p,*imperfect-indicative class7 active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;ruDAdi;#;}
ipf[7] m1s,*imperfect-indicative class7 middle first-person singular,{kartari;laN;u;eka;AtmanepadI;ruDAdi;#;}
ipf[7] m1d,*imperfect-indicative class7 middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;ruDAdi;#;}
ipf[7] m1p,*imperfect-indicative class7 middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;ruDAdi;#;}
ipf[7] m2s,*imperfect-indicative class7 middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;ruDAdi;#;}
ipf[7] m2d,*imperfect-indicative class7 middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;ruDAdi;#;}
ipf[7] m2p,*imperfect-indicative class7 middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;ruDAdi;#;}
ipf[7] m3s,*imperfect-indicative class7 middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;ruDAdi;#;}
ipf[7] m3d,*imperfect-indicative class7 middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;ruDAdi;#;}
ipf[7] m3p,*imperfect-indicative class7 middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;ruDAdi;#;}
ipf[8] a1s,*imperfect-indicative class8 active first-person singular,{kartari;laN;u;eka;parasmEpadI;tanAdi;#;}
ipf[8] a1d,*imperfect-indicative class8 active first-person dual,{kartari;laN;u;dvi;parasmEpadI;tanAdi;#;}
ipf[8] a1p,*imperfect-indicative class8 active first-person plural,{kartari;laN;u;bahu;parasmEpadI;tanAdi;#;}
ipf[8] a2s,*imperfect-indicative class8 active second-person singular,{kartari;laN;ma;eka;parasmEpadI;tanAdi;#;}
ipf[8] a2d,*imperfect-indicative class8 active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;tanAdi;#;}
ipf[8] a2p,*imperfect-indicative class8 active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;tanAdi;#;}
ipf[8] a3s,*imperfect-indicative class8 active third-person singular,{kartari;laN;pra;eka;parasmEpadI;tanAdi;#;}
ipf[8] a3d,*imperfect-indicative class8 active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;tanAdi;#;}
ipf[8] a3p,*imperfect-indicative class8 active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;tanAdi;#;}
ipf[8] m1s,*imperfect-indicative class8 middle first-person singular,{kartari;laN;u;eka;AtmanepadI;tanAdi;#;}
ipf[8] m1d,*imperfect-indicative class8 middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;tanAdi;#;}
ipf[8] m1p,*imperfect-indicative class8 middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;tanAdi;#;}
ipf[8] m2s,*imperfect-indicative class8 middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;tanAdi;#;}
ipf[8] m2d,*imperfect-indicative class8 middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;tanAdi;#;}
ipf[8] m2p,*imperfect-indicative class8 middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;tanAdi;#;}
ipf[8] m3s,*imperfect-indicative class8 middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;tanAdi;#;}
ipf[8] m3d,*imperfect-indicative class8 middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;tanAdi;#;}
ipf[8] m3p,*imperfect-indicative class8 middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;tanAdi;#;}
ipf[9] a1s,*imperfect-indicative class9 active first-person singular,{kartari;laN;u;eka;parasmEpadI;kryAdi;#;}
ipf[9] a1d,*imperfect-indicative class9 active first-person dual,{kartari;laN;u;dvi;parasmEpadI;kryAdi;#;}
ipf[9] a1p,*imperfect-indicative class9 active first-person plural,{kartari;laN;u;bahu;parasmEpadI;kryAdi;#;}
ipf[9] a2s,*imperfect-indicative class9 active second-person singular,{kartari;laN;ma;eka;parasmEpadI;kryAdi;#;}
ipf[9] a2d,*imperfect-indicative class9 active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;kryAdi;#;}
ipf[9] a2p,*imperfect-indicative class9 active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;kryAdi;#;}
ipf[9] a3s,*imperfect-indicative class9 active third-person singular,{kartari;laN;pra;eka;parasmEpadI;kryAdi;#;}
ipf[9] a3d,*imperfect-indicative class9 active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;kryAdi;#;}
ipf[9] a3p,*imperfect-indicative class9 active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;kryAdi;#;}
ipf[9] m1s,*imperfect-indicative class9 middle first-person singular,{kartari;laN;u;eka;AtmanepadI;kryAdi;#;}
ipf[9] m1d,*imperfect-indicative class9 middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;kryAdi;#;}
ipf[9] m1p,*imperfect-indicative class9 middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;kryAdi;#;}
ipf[9] m2s,*imperfect-indicative class9 middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;kryAdi;#;}
ipf[9] m2d,*imperfect-indicative class9 middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;kryAdi;#;}
ipf[9] m2p,*imperfect-indicative class9 middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;kryAdi;#;}
ipf[9] m3s,*imperfect-indicative class9 middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;kryAdi;#;}
ipf[9] m3d,*imperfect-indicative class9 middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;kryAdi;#;}
ipf[9] m3p,*imperfect-indicative class9 middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;kryAdi;#;}
ipf[10] a1s,*imperfect-indicative class10 active first-person singular,{kartari;laN;u;eka;parasmEpadI;curAdi;#;}
ipf[10] a1d,*imperfect-indicative class10 active first-person dual,{kartari;laN;u;dvi;parasmEpadI;curAdi;#;}
ipf[10] a1p,*imperfect-indicative class10 active first-person plural,{kartari;laN;u;bahu;parasmEpadI;curAdi;#;}
ipf[10] a2s,*imperfect-indicative class10 active second-person singular,{kartari;laN;ma;eka;parasmEpadI;curAdi;#;}
ipf[10] a2d,*imperfect-indicative class10 active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;curAdi;#;}
ipf[10] a2p,*imperfect-indicative class10 active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;curAdi;#;}
ipf[10] a3s,*imperfect-indicative class10 active third-person singular,{kartari;laN;pra;eka;parasmEpadI;curAdi;#;}
ipf[10] a3d,*imperfect-indicative class10 active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;curAdi;#;}
ipf[10] a3p,*imperfect-indicative class10 active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;curAdi;#;}
ipf[10] m1s,*imperfect-indicative class10 middle first-person singular,{kartari;laN;u;eka;AtmanepadI;curAdi;#;}
ipf[10] m1d,*imperfect-indicative class10 middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;curAdi;#;}
ipf[10] m1p,*imperfect-indicative class10 middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;curAdi;#;}
ipf[10] m2s,*imperfect-indicative class10 middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;curAdi;#;}
ipf[10] m2d,*imperfect-indicative class10 middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;curAdi;#;}
ipf[10] m2p,*imperfect-indicative class10 middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;curAdi;#;}
ipf[10] m3s,*imperfect-indicative class10 middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;curAdi;#;}
ipf[10] m3d,*imperfect-indicative class10 middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;curAdi;#;}
ipf[10] m3p,*imperfect-indicative class10 middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;curAdi;#;}
ipf a1s,*imperfect-indicative active first-person singular,{kartari;laN;u;eka;parasmEpadI;;#;}
ipf a1d,*imperfect-indicative active first-person dual,{kartari;laN;u;dvi;parasmEpadI;;#;}
ipf a1p,*imperfect-indicative active first-person plural,{kartari;laN;u;bahu;parasmEpadI;;#;}
ipf a2s,*imperfect-indicative active second-person singular,{kartari;laN;ma;eka;parasmEpadI;;#;}
ipf a2d,*imperfect-indicative active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;;#;}
ipf a2p,*imperfect-indicative active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;;#;}
ipf a3s,*imperfect-indicative active third-person singular,{kartari;laN;pra;eka;parasmEpadI;;#;}
ipf a3d,*imperfect-indicative active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;;#;}
ipf a3p,*imperfect-indicative active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;;#;}
ipf m1s,*imperfect-indicative middle first-person singular,{kartari;laN;u;eka;AtmanepadI;;#;}
ipf m1d,*imperfect-indicative middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;;#;}
ipf m1p,*imperfect-indicative middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;;#;}
ipf m2s,*imperfect-indicative middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;;#;}
ipf m2d,*imperfect-indicative middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;;#;}
ipf m2p,*imperfect-indicative middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;;#;}
ipf m3s,*imperfect-indicative middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;;#;}
ipf m3d,*imperfect-indicative middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;;#;}
ipf m3p,*imperfect-indicative middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;;#;}
ipf p1s,*imperfect-indicative passive first-person singular,{karmaRi;laN;u;eka;AtmanepadI;;#;}
ipf p1d,*imperfect-indicative passive first-person dual,{karmaRi;laN;u;dvi;AtmanepadI;;#;}
ipf p1p,*imperfect-indicative passive first-person plural,{karmaRi;laN;u;bahu;AtmanepadI;;#;}
ipf p2s,*imperfect-indicative passive second-person singular,{karmaRi;laN;ma;eka;AtmanepadI;;#;}
ipf p2d,*imperfect-indicative passive second-person dual,{karmaRi;laN;ma;dvi;AtmanepadI;;#;}
ipf p2p,*imperfect-indicative passive second-person plural,{karmaRi;laN;ma;bahu;AtmanepadI;;#;}
ipf p3s,*imperfect-indicative passive third-person singular,{karmaRi;laN;pra;eka;AtmanepadI;;#;}
ipf p3d,*imperfect-indicative passive third-person dual,{karmaRi;laN;pra;dvi;AtmanepadI;;#;}
ipf p3p,*imperfect-indicative passive third-person plural,{karmaRi;laN;pra;bahu;AtmanepadI;;#;}
ipv[1] a1s,*present-imperative class1 active first-person singular,{kartari;luw;u;eka;parasmEpadI;BvAdi;#;}
ipv[1] a1d,*present-imperative class1 active first-person dual,{kartari;luw;u;dvi;parasmEpadI;BvAdi;#;}
ipv[1] a1p,*present-imperative class1 active first-person plural,{kartari;luw;u;bahu;parasmEpadI;BvAdi;#;}
ipv[1] a2s,*present-imperative class1 active second-person singular,{kartari;luw;ma;eka;parasmEpadI;BvAdi;#;}
ipv[1] a2d,*present-imperative class1 active second-person dual,{kartari;luw;ma;dvi;parasmEpadI;BvAdi;#;}
ipv[1] a2p,*present-imperative class1 active second-person plural,{kartari;luw;ma;bahu;parasmEpadI;BvAdi;#;}
